Name,Version,License,Link License Text,Repository path,Comment
@babel/plugin-transform-typeof-symbol,7.22.5,MIT,https://opensource.org/licenses/MIT,,
@babel/plugin-transform-typescript,7.22.15,MIT,https://opensource.org/licenses/MIT,,
@babel/plugin-transform-unicode-escapes,7.22.10,MIT,https://opensource.org/licenses/MIT,,
@babel/plugin-transform-unicode-property-regex,7.22.5,MIT,https://opensource.org/licenses/MIT,,
@babel/plugin-transform-unicode-regex,7.22.5,MIT,https://opensource.org/licenses/MIT,,
@babel/plugin-transform-unicode-sets-regex,7.22.5,MIT,https://opensource.org/licenses/MIT,,
@babel/preset-env,7.22.15,MIT,https://opensource.org/licenses/MIT,,
@babel/preset-modules,0.1.6-no-external-plugins,MIT,https://opensource.org/licenses/MIT,,
@babel/preset-typescript,7.22.15,MIT,https://opensource.org/licenses/MIT,,
@babel/regjsgen,0.8.0,MIT,https://opensource.org/licenses/MIT,,
@babel/runtime,7.22.15,MIT,https://opensource.org/licenses/MIT,,
@babel/template,7.22.15,MIT,https://opensource.org/licenses/MIT,,
@babel/traverse,7.22.15,MIT,https://opensource.org/licenses/MIT,,
@babel/types,7.22.15,MIT,https://opensource.org/licenses/MIT,,
@discoveryjs/json-ext,0.5.7,MIT,https://opensource.org/licenses/MIT,,
@eslint-community/eslint-utils,4.4.0,MIT,https://opensource.org/licenses/MIT,,
@eslint-community/regexpp,4.8.0,MIT,https://opensource.org/licenses/MIT,,
@eslint/eslintrc,2.1.2,MIT,https://opensource.org/licenses/MIT,,
@eslint/js,8.48.0,MIT,https://opensource.org/licenses/MIT,,
@humanwhocodes/config-array,0.11.11,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
@humanwhocodes/module-importer,1.0.1,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
@humanwhocodes/object-schema,1.2.1,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
@jridgewell/gen-mapping,0.3.3,MIT,https://opensource.org/licenses/MIT,,
@jridgewell/resolve-uri,3.1.1,MIT,https://opensource.org/licenses/MIT,,
@jridgewell/set-array,1.1.2,MIT,https://opensource.org/licenses/MIT,,
@jridgewell/source-map,0.3.5,MIT,https://opensource.org/licenses/MIT,,
@jridgewell/sourcemap-codec,1.4.15,MIT,https://opensource.org/licenses/MIT,,
@jridgewell/trace-mapping,0.3.19,MIT,https://opensource.org/licenses/MIT,,
@juggle/resize-observer,3.4.0,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
@mdn/browser-compat-data,5.3.14,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,
@nicolo-ribaudo/eslint-scope-5-internals,5.1.1-v1,MIT,https://opensource.org/licenses/MIT,,
@nodelib/fs.scandir,2.1.5,MIT,https://opensource.org/licenses/MIT,,
@nodelib/fs.stat,2.0.5,MIT,https://opensource.org/licenses/MIT,,
@nodelib/fs.walk,1.2.8,MIT,https://opensource.org/licenses/MIT,,
@ranfdev/deepobj,1.0.2,MIT,https://opensource.org/licenses/MIT,,
@trysound/sax,0.2.0,ISC,https://opensource.org/licenses/ISC,,
@types/crossfilter,0.0.34,MIT,https://opensource.org/licenses/MIT,,
@types/d3,6.7.5,MIT,https://opensource.org/licenses/MIT,,
@types/d3,7.4.0,MIT,https://opensource.org/licenses/MIT,,
@types/d3-array,2.12.4,MIT,https://opensource.org/licenses/MIT,,
@types/d3-array,3.0.7,MIT,https://opensource.org/licenses/MIT,,
@types/d3-axis,2.1.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-axis,3.0.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-brush,2.1.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-brush,3.0.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-chord,2.0.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-chord,3.0.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-color,2.0.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-color,3.1.0,MIT,https://opensource.org/licenses/MIT,,
@types/d3-contour,2.0.4,MIT,https://opensource.org/licenses/MIT,,
@types/d3-contour,3.0.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-delaunay,5.3.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-delaunay,6.0.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-dispatch,2.0.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-dispatch,3.0.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-drag,2.0.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-drag,3.0.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-dsv,2.0.4,MIT,https://opensource.org/licenses/MIT,,
@types/d3-dsv,3.0.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-ease,2.0.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-ease,3.0.0,MIT,https://opensource.org/licenses/MIT,,
@types/d3-fetch,2.0.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-fetch,3.0.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-flextree,2.1.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-force,2.1.4,MIT,https://opensource.org/licenses/MIT,,
@types/d3-force,3.0.5,MIT,https://opensource.org/licenses/MIT,,
@types/d3-format,2.0.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-format,3.0.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-geo,2.0.4,MIT,https://opensource.org/licenses/MIT,,
@types/d3-geo,3.0.4,MIT,https://opensource.org/licenses/MIT,,
@types/d3-hexbin,0.2.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-hierarchy,2.0.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-hierarchy,3.1.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-interpolate,2.0.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-interpolate,3.0.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-path,1.0.9,MIT,https://opensource.org/licenses/MIT,,
@types/d3-path,2.0.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-path,3.0.0,MIT,https://opensource.org/licenses/MIT,,
@types/d3-polygon,2.0.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-polygon,3.0.0,MIT,https://opensource.org/licenses/MIT,,
@types/d3-quadtree,2.0.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-quadtree,3.0.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-random,2.2.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-random,3.0.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-sankey,0.12.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-scale,3.3.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-scale,4.0.4,MIT,https://opensource.org/licenses/MIT,,
@types/d3-scale-chromatic,2.0.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-scale-chromatic,3.0.0,MIT,https://opensource.org/licenses/MIT,,
@types/d3-selection,2.0.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-selection,3.0.6,MIT,https://opensource.org/licenses/MIT,,
@types/d3-shape,1.3.8,MIT,https://opensource.org/licenses/MIT,,
@types/d3-shape,2.1.3,MIT,https://opensource.org/licenses/MIT,,
@types/d3-shape,3.1.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-time,2.1.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-time,3.0.0,MIT,https://opensource.org/licenses/MIT,,
@types/d3-time-format,3.0.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-time-format,4.0.0,MIT,https://opensource.org/licenses/MIT,,
@types/d3-timer,2.0.1,MIT,https://opensource.org/licenses/MIT,,
@types/d3-timer,3.0.0,MIT,https://opensource.org/licenses/MIT,,
@types/d3-transition,2.0.2,MIT,https://opensource.org/licenses/MIT,,
@types/d3-transition,3.0.4,MIT,https://opensource.org/licenses/MIT,,
@types/d3-zoom,2.0.4,MIT,https://opensource.org/licenses/MIT,,
@types/d3-zoom,3.0.4,MIT,https://opensource.org/licenses/MIT,,
@types/dc,4.2.1,MIT,https://opensource.org/licenses/MIT,,
@types/eslint,8.44.2,MIT,https://opensource.org/licenses/MIT,,
@types/eslint-scope,3.7.4,MIT,https://opensource.org/licenses/MIT,,
@types/estree,1.0.1,MIT,https://opensource.org/licenses/MIT,,
@types/geojson,7946.0.10,MIT,https://opensource.org/licenses/MIT,,
@types/jquery,3.5.18,MIT,https://opensource.org/licenses/MIT,,
@types/json-schema,7.0.12,MIT,https://opensource.org/licenses/MIT,,
@types/lodash,4.14.198,MIT,https://opensource.org/licenses/MIT,,
@types/lodash.range,3.2.7,MIT,https://opensource.org/licenses/MIT,,
@types/node,18.17.15,MIT,https://opensource.org/licenses/MIT,,
@types/parse-json,4.0.0,MIT,https://opensource.org/licenses/MIT,,
@types/prop-types,15.7.5,MIT,https://opensource.org/licenses/MIT,,
@types/qrcode,1.5.2,MIT,https://opensource.org/licenses/MIT,,
@types/react,18.2.21,MIT,https://opensource.org/licenses/MIT,,
@types/sarif,2.1.7,MIT,https://opensource.org/licenses/MIT,,
@types/scheduler,0.16.3,MIT,https://opensource.org/licenses/MIT,,
@types/select2,4.0.58,MIT,https://opensource.org/licenses/MIT,,
@types/semver,7.5.1,MIT,https://opensource.org/licenses/MIT,,
@types/sizzle,2.3.3,MIT,https://opensource.org/licenses/MIT,,
@types/yaireo__tagify,4.17.2,MIT,https://opensource.org/licenses/MIT,,
@typescript-eslint/eslint-plugin,5.62.0,MIT,https://opensource.org/licenses/MIT,,
@typescript-eslint/parser,5.62.0,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
@typescript-eslint/scope-manager,5.62.0,MIT,https://opensource.org/licenses/MIT,,
@typescript-eslint/type-utils,5.62.0,MIT,https://opensource.org/licenses/MIT,,
@typescript-eslint/types,5.62.0,MIT,https://opensource.org/licenses/MIT,,
@typescript-eslint/typescript-estree,5.62.0,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
@typescript-eslint/utils,5.62.0,MIT,https://opensource.org/licenses/MIT,,
@typescript-eslint/visitor-keys,5.62.0,MIT,https://opensource.org/licenses/MIT,,
@vue/compiler-core,3.3.4,MIT,https://opensource.org/licenses/MIT,,
@vue/compiler-dom,3.3.4,MIT,https://opensource.org/licenses/MIT,,
@vue/compiler-sfc,3.3.4,MIT,https://opensource.org/licenses/MIT,,
@vue/compiler-ssr,3.3.4,MIT,https://opensource.org/licenses/MIT,,
@vue/reactivity,3.3.4,MIT,https://opensource.org/licenses/MIT,,
@vue/reactivity-transform,3.3.4,MIT,https://opensource.org/licenses/MIT,,
@vue/runtime-core,3.3.4,MIT,https://opensource.org/licenses/MIT,,
@vue/runtime-dom,3.3.4,MIT,https://opensource.org/licenses/MIT,,
@vue/server-renderer,3.3.4,MIT,https://opensource.org/licenses/MIT,,
@vue/shared,3.3.4,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/ast,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/floating-point-hex-parser,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/helper-api-error,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/helper-buffer,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/helper-numbers,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/helper-wasm-bytecode,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/helper-wasm-section,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/ieee754,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/leb128,1.11.6,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
@webassemblyjs/utf8,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/wasm-edit,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/wasm-gen,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/wasm-opt,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/wasm-parser,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webassemblyjs/wast-printer,1.11.6,MIT,https://opensource.org/licenses/MIT,,
@webpack-cli/configtest,1.2.0,MIT,https://opensource.org/licenses/MIT,,
@webpack-cli/info,1.5.0,MIT,https://opensource.org/licenses/MIT,,
@webpack-cli/serve,1.7.0,MIT,https://opensource.org/licenses/MIT,,
@xtuc/ieee754,1.2.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
@xtuc/long,4.2.2,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
@yaireo/tagify,4.17.9,MIT,https://opensource.org/licenses/MIT,,
@zxcvbn-ts/core,2.0.3,MIT,https://opensource.org/licenses/MIT,,
@zxcvbn-ts/language-common,2.0.1,MIT,https://opensource.org/licenses/MIT,,
@zxcvbn-ts/language-en,2.0.1,MIT,https://opensource.org/licenses/MIT,,
acorn,8.10.0,MIT,https://opensource.org/licenses/MIT,,
acorn-import-assertions,1.9.0,MIT,https://opensource.org/licenses/MIT,,
acorn-jsx,5.3.2,MIT,https://opensource.org/licenses/MIT,,
ajv,6.12.6,MIT,https://opensource.org/licenses/MIT,,
ajv,8.12.0,MIT,https://opensource.org/licenses/MIT,,
ajv-formats,2.1.1,MIT,https://opensource.org/licenses/MIT,,
ajv-keywords,3.5.2,MIT,https://opensource.org/licenses/MIT,,
ajv-keywords,5.1.0,MIT,https://opensource.org/licenses/MIT,,
amplitude,5.2.0,ISC,https://opensource.org/licenses/ISC,,
ansi-colors,4.1.3,MIT,https://opensource.org/licenses/MIT,,
ansi-regex,2.1.1,MIT,https://opensource.org/licenses/MIT,,
ansi-regex,5.0.1,MIT,https://opensource.org/licenses/MIT,,
ansi-styles,2.2.1,MIT,https://opensource.org/licenses/MIT,,
ansi-styles,3.2.1,MIT,https://opensource.org/licenses/MIT,,
ansi-styles,4.3.0,MIT,https://opensource.org/licenses/MIT,,
ansis,1.5.5,ISC,https://opensource.org/licenses/ISC,,
anymatch,3.1.3,ISC,https://opensource.org/licenses/ISC,,
argparse,2.0.1,Python-2.0,https://spdx.org/licenses/Python-2.0.html,,
array-union,2.1.0,MIT,https://opensource.org/licenses/MIT,,
ast-metadata-inferer,0.8.0,MIT,https://opensource.org/licenses/MIT,,
asynckit,0.4.0,MIT,https://opensource.org/licenses/MIT,,
autoprefixer,10.4.15,MIT,https://opensource.org/licenses/MIT,,
axios,0.24.0,MIT,https://opensource.org/licenses/MIT,,
axios,1.6.3,MIT,https://opensource.org/licenses/MIT,,
babel-code-frame,6.26.0,MIT,https://opensource.org/licenses/MIT,,
babel-core,6.26.3,MIT,https://opensource.org/licenses/MIT,,
babel-generator,6.26.1,MIT,https://opensource.org/licenses/MIT,,
babel-helper-builder-binary-assignment-operator-visitor,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-helper-call-delegate,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-helper-define-map,6.26.0,MIT,https://opensource.org/licenses/MIT,,
babel-helper-explode-assignable-expression,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-helper-function-name,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-helper-get-function-arity,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-helper-hoist-variables,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-helper-optimise-call-expression,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-helper-regex,6.26.0,MIT,https://opensource.org/licenses/MIT,,
babel-helper-remap-async-to-generator,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-helper-replace-supers,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-helpers,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-loader,8.3.0,MIT,https://opensource.org/licenses/MIT,,
babel-messages,6.23.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-add-module-exports,1.0.4,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-check-es2015-constants,6.22.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-polyfill-corejs2,0.4.5,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-polyfill-corejs3,0.8.3,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-polyfill-regenerator,0.5.2,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-syntax-async-functions,6.13.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-syntax-exponentiation-operator,6.13.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-syntax-trailing-function-commas,6.22.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-async-to-generator,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-arrow-functions,6.22.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-block-scoped-functions,6.22.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-block-scoping,6.26.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-classes,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-computed-properties,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-destructuring,6.23.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-duplicate-keys,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-for-of,6.23.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-function-name,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-literals,6.22.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-modules-amd,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-modules-commonjs,6.26.2,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-modules-systemjs,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-modules-umd,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-object-super,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-parameters,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-shorthand-properties,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-spread,6.22.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-sticky-regex,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-template-literals,6.22.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-typeof-symbol,6.23.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-es2015-unicode-regex,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-exponentiation-operator,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-regenerator,6.26.0,MIT,https://opensource.org/licenses/MIT,,
babel-plugin-transform-strict-mode,6.24.1,MIT,https://opensource.org/licenses/MIT,,
babel-preset-env,1.7.0,MIT,https://opensource.org/licenses/MIT,,
babel-register,6.26.0,MIT,https://opensource.org/licenses/MIT,,
babel-runtime,6.26.0,MIT,https://opensource.org/licenses/MIT,,
babel-template,6.26.0,MIT,https://opensource.org/licenses/MIT,,
babel-traverse,6.26.0,MIT,https://opensource.org/licenses/MIT,,
babel-types,6.26.0,MIT,https://opensource.org/licenses/MIT,,
babylon,6.18.0,MIT,https://opensource.org/licenses/MIT,,
balanced-match,1.0.2,MIT,https://opensource.org/licenses/MIT,,
big.js,5.2.2,MIT,https://opensource.org/licenses/MIT,,
binary-extensions,2.2.0,MIT,https://opensource.org/licenses/MIT,,
boolbase,1.0.0,ISC,https://opensource.org/licenses/ISC,,
brace-expansion,1.1.11,MIT,https://opensource.org/licenses/MIT,,
braces,3.0.2,MIT,https://opensource.org/licenses/MIT,,
browserslist,3.2.8,MIT,https://opensource.org/licenses/MIT,,
browserslist,4.21.10,MIT,https://opensource.org/licenses/MIT,,
btoa,1.2.1,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
buffer-crc32,0.2.13,MIT,https://opensource.org/licenses/MIT,,
buffer-from,1.1.2,MIT,https://opensource.org/licenses/MIT,,
callsites,3.1.0,MIT,https://opensource.org/licenses/MIT,,
camelcase,5.3.1,MIT,https://opensource.org/licenses/MIT,,
can-use-dom,0.1.0,MIT,https://opensource.org/licenses/MIT,,
caniuse-api,3.0.0,MIT,https://opensource.org/licenses/MIT,,
caniuse-lite,1.0.30001528,CC-BY-4.0,https://spdx.org/licenses/CC-BY-4.0.html,,
chalk,1.1.3,MIT,https://opensource.org/licenses/MIT,,
chalk,2.4.2,MIT,https://opensource.org/licenses/MIT,,
chalk,4.1.2,MIT,https://opensource.org/licenses/MIT,,
chokidar,3.5.3,MIT,https://opensource.org/licenses/MIT,,
chownr,2.0.0,ISC,https://opensource.org/licenses/ISC,,
chrome-trace-event,1.0.3,MIT,https://opensource.org/licenses/MIT,,
cli-progress,3.12.0,MIT,https://opensource.org/licenses/MIT,,
cliui,6.0.0,ISC,https://opensource.org/licenses/ISC,,
clone-deep,4.0.1,MIT,https://opensource.org/licenses/MIT,,
color-convert,1.9.3,MIT,https://opensource.org/licenses/MIT,,
color-convert,2.0.1,MIT,https://opensource.org/licenses/MIT,,
color-name,1.1.3,MIT,https://opensource.org/licenses/MIT,,
color-name,1.1.4,MIT,https://opensource.org/licenses/MIT,,
colord,2.9.3,MIT,https://opensource.org/licenses/MIT,,
colorette,2.0.20,MIT,https://opensource.org/licenses/MIT,,
combined-stream,1.0.8,MIT,https://opensource.org/licenses/MIT,,
command-exists-promise,2.0.2,MIT,https://opensource.org/licenses/MIT,,
commander,2.20.3,MIT,https://opensource.org/licenses/MIT,,
commander,7.2.0,MIT,https://opensource.org/licenses/MIT,,
commondir,1.0.1,MIT,https://opensource.org/licenses/MIT,,
concat-map,0.0.1,MIT,https://opensource.org/licenses/MIT,,
convert-source-map,1.9.0,MIT,https://opensource.org/licenses/MIT,,
core-js,2.6.12,MIT,https://opensource.org/licenses/MIT,,
core-js,3.32.2,MIT,https://opensource.org/licenses/MIT,,
core-js-compat,3.32.2,MIT,https://opensource.org/licenses/MIT,,
cosmiconfig,7.1.0,MIT,https://opensource.org/licenses/MIT,,
cross-spawn,7.0.3,MIT,https://opensource.org/licenses/MIT,,
crossfilter2,1.5.4,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
css-declaration-sorter,6.4.1,ISC,https://opensource.org/licenses/ISC,,
css-loader,6.8.1,MIT,https://opensource.org/licenses/MIT,,
css-select,4.3.0,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
css-tree,1.1.3,MIT,https://opensource.org/licenses/MIT,,
css-what,6.1.0,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
cssesc,3.0.0,MIT,https://opensource.org/licenses/MIT,,
cssnano,5.1.15,MIT,https://opensource.org/licenses/MIT,,
cssnano-preset-default,5.2.14,MIT,https://opensource.org/licenses/MIT,,
cssnano-utils,3.1.0,MIT,https://opensource.org/licenses/MIT,,
csso,4.2.0,MIT,https://opensource.org/licenses/MIT,,
csstype,3.1.2,MIT,https://opensource.org/licenses/MIT,,
d3,6.7.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3,7.8.5,ISC,https://opensource.org/licenses/ISC,,
d3-array,2.12.1,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-array,3.2.4,ISC,https://opensource.org/licenses/ISC,,
d3-axis,2.1.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-axis,3.0.0,ISC,https://opensource.org/licenses/ISC,,
d3-brush,2.1.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-brush,3.0.0,ISC,https://opensource.org/licenses/ISC,,
d3-chord,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-chord,3.0.1,ISC,https://opensource.org/licenses/ISC,,
d3-color,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-color,3.1.0,ISC,https://opensource.org/licenses/ISC,,
d3-contour,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-contour,4.0.2,ISC,https://opensource.org/licenses/ISC,,
d3-delaunay,5.3.0,ISC,https://opensource.org/licenses/ISC,,
d3-delaunay,6.0.4,ISC,https://opensource.org/licenses/ISC,,
d3-dispatch,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-dispatch,3.0.1,ISC,https://opensource.org/licenses/ISC,,
d3-drag,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-drag,3.0.0,ISC,https://opensource.org/licenses/ISC,,
d3-dsv,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-dsv,3.0.1,ISC,https://opensource.org/licenses/ISC,,
d3-ease,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-ease,3.0.1,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-fetch,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-fetch,3.0.1,ISC,https://opensource.org/licenses/ISC,,
d3-flextree,2.1.2,WTFPL,https://spdx.org/licenses/WTFPL.html,,
d3-force,2.1.1,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-force,3.0.0,ISC,https://opensource.org/licenses/ISC,,
d3-format,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-format,3.1.0,ISC,https://opensource.org/licenses/ISC,,
d3-geo,2.0.2,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-geo,3.1.0,ISC,https://opensource.org/licenses/ISC,,
d3-hexbin,0.2.2,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-hierarchy,1.1.9,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-hierarchy,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-hierarchy,3.1.2,ISC,https://opensource.org/licenses/ISC,,
d3-interpolate,2.0.1,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-interpolate,3.0.1,ISC,https://opensource.org/licenses/ISC,,
d3-path,1.0.9,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-path,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-path,3.1.0,ISC,https://opensource.org/licenses/ISC,,
d3-polygon,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-polygon,3.0.1,ISC,https://opensource.org/licenses/ISC,,
d3-quadtree,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-quadtree,3.0.1,ISC,https://opensource.org/licenses/ISC,,
d3-random,2.2.2,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-random,3.0.1,ISC,https://opensource.org/licenses/ISC,,
d3-sankey,0.12.3,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-scale,3.3.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-scale,4.0.2,ISC,https://opensource.org/licenses/ISC,,
d3-scale-chromatic,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-scale-chromatic,3.0.0,ISC,https://opensource.org/licenses/ISC,,
