Name,Version,License,Link License Text,Repository path,Comment
d3-selection,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-selection,3.0.0,ISC,https://opensource.org/licenses/ISC,,
d3-shape,1.3.7,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-shape,2.1.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-shape,3.2.0,ISC,https://opensource.org/licenses/ISC,,
d3-time,2.1.1,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-time,3.1.0,ISC,https://opensource.org/licenses/ISC,,
d3-time-format,3.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-time-format,4.1.0,ISC,https://opensource.org/licenses/ISC,,
d3-timer,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-timer,3.0.1,ISC,https://opensource.org/licenses/ISC,,
d3-transition,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-transition,3.0.1,ISC,https://opensource.org/licenses/ISC,,
d3-zoom,2.0.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
d3-zoom,3.0.0,ISC,https://opensource.org/licenses/ISC,,
dc,4.2.7,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
debug,2.6.9,MIT,https://opensource.org/licenses/MIT,,
debug,4.3.4,MIT,https://opensource.org/licenses/MIT,,
decamelize,1.2.0,MIT,https://opensource.org/licenses/MIT,,
decode-html,2.0.0,MIT,https://opensource.org/licenses/MIT,,
deep-is,0.1.4,MIT,https://opensource.org/licenses/MIT,,
delaunator,4.0.1,ISC,https://opensource.org/licenses/ISC,,
delaunator,5.0.0,ISC,https://opensource.org/licenses/ISC,,
delayed-stream,1.0.0,MIT,https://opensource.org/licenses/MIT,,
detect-indent,4.0.0,MIT,https://opensource.org/licenses/MIT,,
dijkstrajs,1.0.3,MIT,https://opensource.org/licenses/MIT,,
dir-glob,3.0.1,MIT,https://opensource.org/licenses/MIT,,
doctrine,3.0.0,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
dom-serializer,1.4.1,MIT,https://opensource.org/licenses/MIT,,
domelementtype,2.3.0,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
domhandler,4.3.1,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
domutils,2.8.0,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
electron-to-chromium,1.4.510,ISC,https://opensource.org/licenses/ISC,,
element-closest-polyfill,1.0.6,ISC,https://opensource.org/licenses/ISC,,
emoji-regex,8.0.0,MIT,https://opensource.org/licenses/MIT,,
emojis-list,3.0.0,MIT,https://opensource.org/licenses/MIT,,
encode-utf8,1.0.3,MIT,https://opensource.org/licenses/MIT,,
enhanced-resolve,5.15.0,MIT,https://opensource.org/licenses/MIT,,
entities,2.2.0,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
envinfo,7.10.0,MIT,https://opensource.org/licenses/MIT,,
error-ex,1.3.2,MIT,https://opensource.org/licenses/MIT,,
es-module-lexer,1.3.0,MIT,https://opensource.org/licenses/MIT,,
escalade,3.1.1,MIT,https://opensource.org/licenses/MIT,,
escape-string-regexp,1.0.5,MIT,https://opensource.org/licenses/MIT,,
escape-string-regexp,4.0.0,MIT,https://opensource.org/licenses/MIT,,
eslint,8.48.0,MIT,https://opensource.org/licenses/MIT,,
eslint-config-prettier,8.10.0,MIT,https://opensource.org/licenses/MIT,,
eslint-plugin-compat,4.2.0,MIT,https://opensource.org/licenses/MIT,,
eslint-plugin-license-header,0.6.0,MIT,https://opensource.org/licenses/MIT,,
eslint-plugin-prettier,4.2.1,MIT,https://opensource.org/licenses/MIT,,
eslint-plugin-simple-import-sort,10.0.0,MIT,https://opensource.org/licenses/MIT,,
eslint-scope,5.1.1,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
eslint-scope,7.2.2,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
eslint-visitor-keys,2.1.0,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
eslint-visitor-keys,3.4.3,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
espree,9.6.1,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
esquery,1.5.0,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
esrecurse,4.3.0,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
estraverse,4.3.0,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
estraverse,5.3.0,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
estree-walker,2.0.2,MIT,https://opensource.org/licenses/MIT,,
esutils,2.0.3,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
events,3.3.0,MIT,https://opensource.org/licenses/MIT,,
extract-loader,5.1.0,Unlicense,https://opensource.org/licenses/unlicense,,
fast-deep-equal,3.1.3,MIT,https://opensource.org/licenses/MIT,,
fast-diff,1.3.0,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
fast-glob,3.3.1,MIT,https://opensource.org/licenses/MIT,,
fast-json-stable-stringify,2.1.0,MIT,https://opensource.org/licenses/MIT,,
fast-levenshtein,2.0.6,MIT,https://opensource.org/licenses/MIT,,
fastest-levenshtein,1.0.12,MIT,https://opensource.org/licenses/MIT,,
fastq,1.15.0,ISC,https://opensource.org/licenses/ISC,,
fd-slicer,1.1.0,MIT,https://opensource.org/licenses/MIT,,
file-entry-cache,6.0.1,MIT,https://opensource.org/licenses/MIT,,
file-loader,6.2.0,MIT,https://opensource.org/licenses/MIT,,
fill-range,7.0.1,MIT,https://opensource.org/licenses/MIT,,
find-cache-dir,3.3.2,MIT,https://opensource.org/licenses/MIT,,
find-java-home,1.2.2,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
find-package-json,1.2.0,MIT,https://opensource.org/licenses/MIT,,
find-up,4.1.0,MIT,https://opensource.org/licenses/MIT,,
find-up,5.0.0,MIT,https://opensource.org/licenses/MIT,,
find-up,6.3.0,MIT,https://opensource.org/licenses/MIT,,
flat-cache,3.1.0,MIT,https://opensource.org/licenses/MIT,,
flatted,3.2.7,ISC,https://opensource.org/licenses/ISC,,
follow-redirects,1.15.3,MIT,https://opensource.org/licenses/MIT,,
form-data,4.0.0,MIT,https://opensource.org/licenses/MIT,,
fraction.js,4.3.6,MIT,https://opensource.org/licenses/MIT,,
fs-extra,10.1.0,MIT,https://opensource.org/licenses/MIT,,
fs-extra,11.2.0,MIT,https://opensource.org/licenses/MIT,,
fs-extra,8.1.0,MIT,https://opensource.org/licenses/MIT,,
fs-minipass,2.1.0,ISC,https://opensource.org/licenses/ISC,,
fs.realpath,1.0.0,ISC,https://opensource.org/licenses/ISC,,
function-bind,1.1.1,MIT,https://opensource.org/licenses/MIT,,
gensync,1.0.0-beta.2,MIT,https://opensource.org/licenses/MIT,,
get-caller-file,2.0.5,ISC,https://opensource.org/licenses/ISC,,
glob,7.2.3,ISC,https://opensource.org/licenses/ISC,,
glob-parent,5.1.2,ISC,https://opensource.org/licenses/ISC,,
glob-parent,6.0.2,ISC,https://opensource.org/licenses/ISC,,
glob-to-regexp,0.4.1,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
globals,11.12.0,MIT,https://opensource.org/licenses/MIT,,
globby,11.1.0,MIT,https://opensource.org/licenses/MIT,,
graceful-fs,4.2.11,ISC,https://opensource.org/licenses/ISC,,
graphemer,1.4.0,MIT,https://opensource.org/licenses/MIT,,
has,1.0.3,MIT,https://opensource.org/licenses/MIT,,
has-ansi,2.0.0,MIT,https://opensource.org/licenses/MIT,,
has-flag,3.0.0,MIT,https://opensource.org/licenses/MIT,,
has-flag,4.0.0,MIT,https://opensource.org/licenses/MIT,,
hash-sum,2.0.0,MIT,https://opensource.org/licenses/MIT,,
home-or-tmp,2.0.0,MIT,https://opensource.org/licenses/MIT,,
iconv-lite,0.4.24,MIT,https://opensource.org/licenses/MIT,,
iconv-lite,0.6.3,MIT,https://opensource.org/licenses/MIT,,
icss-utils,5.1.0,ISC,https://opensource.org/licenses/ISC,,
ignore,5.2.4,MIT,https://opensource.org/licenses/MIT,,
immutable,4.3.4,MIT,https://opensource.org/licenses/MIT,,
import-fresh,3.3.0,MIT,https://opensource.org/licenses/MIT,,
import-local,3.1.0,MIT,https://opensource.org/licenses/MIT,,
imurmurhash,0.1.4,MIT,https://opensource.org/licenses/MIT,,
inflight,1.0.6,ISC,https://opensource.org/licenses/ISC,,
inherits,2.0.4,ISC,https://opensource.org/licenses/ISC,,
internmap,1.0.1,ISC,https://opensource.org/licenses/ISC,,
internmap,2.0.3,ISC,https://opensource.org/licenses/ISC,,
interpret,2.2.0,MIT,https://opensource.org/licenses/MIT,,
invariant,2.2.4,MIT,https://opensource.org/licenses/MIT,,
is-arrayish,0.2.1,MIT,https://opensource.org/licenses/MIT,,
is-binary-path,2.1.0,MIT,https://opensource.org/licenses/MIT,,
is-core-module,2.13.0,MIT,https://opensource.org/licenses/MIT,,
is-extglob,2.1.1,MIT,https://opensource.org/licenses/MIT,,
is-finite,1.1.0,MIT,https://opensource.org/licenses/MIT,,
is-fullwidth-code-point,3.0.0,MIT,https://opensource.org/licenses/MIT,,
is-glob,4.0.3,MIT,https://opensource.org/licenses/MIT,,
is-number,7.0.0,MIT,https://opensource.org/licenses/MIT,,
is-path-inside,3.0.3,MIT,https://opensource.org/licenses/MIT,,
is-plain-object,2.0.4,MIT,https://opensource.org/licenses/MIT,,
isexe,2.0.0,ISC,https://opensource.org/licenses/ISC,,
isobject,3.0.1,MIT,https://opensource.org/licenses/MIT,,
java-caller,3.2.0,MIT,https://opensource.org/licenses/MIT,,
jest-worker,27.5.1,MIT,https://opensource.org/licenses/MIT,,
jquery,3.7.1,MIT,https://opensource.org/licenses/MIT,,
js-tokens,3.0.2,MIT,https://opensource.org/licenses/MIT,,
js-tokens,4.0.0,MIT,https://opensource.org/licenses/MIT,,
js-yaml,4.1.0,MIT,https://opensource.org/licenses/MIT,,
jsesc,0.5.0,MIT,https://opensource.org/licenses/MIT,,
jsesc,1.3.0,MIT,https://opensource.org/licenses/MIT,,
jsesc,2.5.2,MIT,https://opensource.org/licenses/MIT,,
json-buffer,3.0.1,MIT,https://opensource.org/licenses/MIT,,
json-parse-even-better-errors,2.3.1,MIT,https://opensource.org/licenses/MIT,,
json-schema-traverse,0.4.1,MIT,https://opensource.org/licenses/MIT,,
json-schema-traverse,1.0.0,MIT,https://opensource.org/licenses/MIT,,
json-stable-stringify-without-jsonify,1.0.1,MIT,https://opensource.org/licenses/MIT,,
json5,0.5.1,MIT,https://opensource.org/licenses/MIT,,
json5,1.0.2,MIT,https://opensource.org/licenses/MIT,,
json5,2.2.3,MIT,https://opensource.org/licenses/MIT,,
jsonfile,4.0.0,MIT,https://opensource.org/licenses/MIT,,
jsonfile,6.1.0,MIT,https://opensource.org/licenses/MIT,,
keyv,4.5.3,MIT,https://opensource.org/licenses/MIT,,
kind-of,6.0.3,MIT,https://opensource.org/licenses/MIT,,
klona,2.0.6,MIT,https://opensource.org/licenses/MIT,,
levn,0.3.0,MIT,https://opensource.org/licenses/MIT,,
levn,0.4.1,MIT,https://opensource.org/licenses/MIT,,
lilconfig,2.1.0,MIT,https://opensource.org/licenses/MIT,,
lines-and-columns,1.2.4,MIT,https://opensource.org/licenses/MIT,,
loader-runner,4.3.0,MIT,https://opensource.org/licenses/MIT,,
loader-utils,1.4.2,MIT,https://opensource.org/licenses/MIT,,
loader-utils,2.0.4,MIT,https://opensource.org/licenses/MIT,,
locate-path,5.0.0,MIT,https://opensource.org/licenses/MIT,,
locate-path,6.0.0,MIT,https://opensource.org/licenses/MIT,,
locate-path,7.2.0,MIT,https://opensource.org/licenses/MIT,,
lodash,4.17.21,MIT,https://opensource.org/licenses/MIT,,
lodash.debounce,4.0.8,MIT,https://opensource.org/licenses/MIT,,
lodash.memoize,4.1.2,MIT,https://opensource.org/licenses/MIT,,
lodash.merge,4.6.2,MIT,https://opensource.org/licenses/MIT,,
lodash.range,3.2.0,MIT,https://opensource.org/licenses/MIT,,
lodash.throttle,4.1.1,MIT,https://opensource.org/licenses/MIT,,
lodash.uniq,4.5.0,MIT,https://opensource.org/licenses/MIT,,
loose-envify,1.4.0,MIT,https://opensource.org/licenses/MIT,,
lru-cache,5.1.1,ISC,https://opensource.org/licenses/ISC,,
lru-cache,6.0.0,ISC,https://opensource.org/licenses/ISC,,
magic-string,0.30.3,MIT,https://opensource.org/licenses/MIT,,
make-dir,3.1.0,MIT,https://opensource.org/licenses/MIT,,
mdn-data,2.0.14,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,
merge,2.1.1,MIT,https://opensource.org/licenses/MIT,,
merge-stream,2.0.0,MIT,https://opensource.org/licenses/MIT,,
merge2,1.4.1,MIT,https://opensource.org/licenses/MIT,,
micromatch,4.0.5,MIT,https://opensource.org/licenses/MIT,,
mime-db,1.52.0,MIT,https://opensource.org/licenses/MIT,,
mime-types,2.1.35,MIT,https://opensource.org/licenses/MIT,,
mini-css-extract-plugin,2.7.6,MIT,https://opensource.org/licenses/MIT,,
minimatch,3.1.2,ISC,https://opensource.org/licenses/ISC,,
minimist,1.2.8,MIT,https://opensource.org/licenses/MIT,,
minipass,3.3.6,ISC,https://opensource.org/licenses/ISC,,
minipass,5.0.0,ISC,https://opensource.org/licenses/ISC,,
minizlib,2.1.2,MIT,https://opensource.org/licenses/MIT,,
ms,2.0.0,MIT,https://opensource.org/licenses/MIT,,
ms,2.1.2,MIT,https://opensource.org/licenses/MIT,,
ms,2.1.3,MIT,https://opensource.org/licenses/MIT,,
nanoid,3.3.6,MIT,https://opensource.org/licenses/MIT,,
natural-compare,1.4.0,MIT,https://opensource.org/licenses/MIT,,
natural-compare-lite,1.4.0,MIT,https://opensource.org/licenses/MIT,,
neo-async,2.6.2,MIT,https://opensource.org/licenses/MIT,,
njre,1.1.0,MIT,https://opensource.org/licenses/MIT,,
node-fetch,2.7.0,MIT,https://opensource.org/licenses/MIT,,
node-releases,2.0.13,MIT,https://opensource.org/licenses/MIT,,
node-sarif-builder,2.0.3,MIT,https://opensource.org/licenses/MIT,,
normalize-path,3.0.0,MIT,https://opensource.org/licenses/MIT,,
normalize-range,0.1.2,MIT,https://opensource.org/licenses/MIT,,
normalize-url,6.1.0,MIT,https://opensource.org/licenses/MIT,,
npm-groovy-lint,14.0.1,GPL-3.0-only,,,
nth-check,2.1.1,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
object-assign,4.1.1,MIT,https://opensource.org/licenses/MIT,,
once,1.4.0,ISC,https://opensource.org/licenses/ISC,,
optionator,0.8.3,MIT,https://opensource.org/licenses/MIT,,
optionator,0.9.3,MIT,https://opensource.org/licenses/MIT,,
os-homedir,1.0.2,MIT,https://opensource.org/licenses/MIT,,
os-tmpdir,1.0.2,MIT,https://opensource.org/licenses/MIT,,
p-limit,2.3.0,MIT,https://opensource.org/licenses/MIT,,
p-limit,3.1.0,MIT,https://opensource.org/licenses/MIT,,
p-limit,4.0.0,MIT,https://opensource.org/licenses/MIT,,
p-locate,4.1.0,MIT,https://opensource.org/licenses/MIT,,
p-locate,5.0.0,MIT,https://opensource.org/licenses/MIT,,
p-locate,6.0.0,MIT,https://opensource.org/licenses/MIT,,
p-try,2.2.0,MIT,https://opensource.org/licenses/MIT,,
parent-module,1.0.1,MIT,https://opensource.org/licenses/MIT,,
parse-json,5.2.0,MIT,https://opensource.org/licenses/MIT,,
path-exists,4.0.0,MIT,https://opensource.org/licenses/MIT,,
path-exists,5.0.0,MIT,https://opensource.org/licenses/MIT,,
path-is-absolute,1.0.1,MIT,https://opensource.org/licenses/MIT,,
path-key,3.1.1,MIT,https://opensource.org/licenses/MIT,,
path-parse,1.0.7,MIT,https://opensource.org/licenses/MIT,,
path-type,4.0.0,MIT,https://opensource.org/licenses/MIT,,
pend,1.2.0,MIT,https://opensource.org/licenses/MIT,,
picocolors,1.0.0,ISC,https://opensource.org/licenses/ISC,,
picomatch,2.3.1,MIT,https://opensource.org/licenses/MIT,,
pkg-dir,4.2.0,MIT,https://opensource.org/licenses/MIT,,
pkg-dir,6.0.1,MIT,https://opensource.org/licenses/MIT,,
pngjs,5.0.0,MIT,https://opensource.org/licenses/MIT,,
postcss,8.4.29,MIT,https://opensource.org/licenses/MIT,,
postcss-calc,8.2.4,MIT,https://opensource.org/licenses/MIT,,
postcss-colormin,5.3.1,MIT,https://opensource.org/licenses/MIT,,
postcss-convert-values,5.1.3,MIT,https://opensource.org/licenses/MIT,,
postcss-discard-comments,5.1.2,MIT,https://opensource.org/licenses/MIT,,
postcss-discard-duplicates,5.1.0,MIT,https://opensource.org/licenses/MIT,,
postcss-discard-empty,5.1.1,MIT,https://opensource.org/licenses/MIT,,
postcss-discard-overridden,5.1.0,MIT,https://opensource.org/licenses/MIT,,
postcss-loader,6.2.1,MIT,https://opensource.org/licenses/MIT,,
postcss-merge-longhand,5.1.7,MIT,https://opensource.org/licenses/MIT,,
postcss-merge-rules,5.1.4,MIT,https://opensource.org/licenses/MIT,,
postcss-minify-font-values,5.1.0,MIT,https://opensource.org/licenses/MIT,,
postcss-minify-gradients,5.1.1,MIT,https://opensource.org/licenses/MIT,,
postcss-minify-params,5.1.4,MIT,https://opensource.org/licenses/MIT,,
postcss-minify-selectors,5.2.1,MIT,https://opensource.org/licenses/MIT,,
postcss-modules-extract-imports,3.0.0,ISC,https://opensource.org/licenses/ISC,,
postcss-modules-local-by-default,4.0.3,MIT,https://opensource.org/licenses/MIT,,
postcss-modules-scope,3.0.0,ISC,https://opensource.org/licenses/ISC,,
postcss-modules-values,4.0.0,ISC,https://opensource.org/licenses/ISC,,
postcss-normalize-charset,5.1.0,MIT,https://opensource.org/licenses/MIT,,
postcss-normalize-display-values,5.1.0,MIT,https://opensource.org/licenses/MIT,,
postcss-normalize-positions,5.1.1,MIT,https://opensource.org/licenses/MIT,,
postcss-normalize-repeat-style,5.1.1,MIT,https://opensource.org/licenses/MIT,,
postcss-normalize-string,5.1.0,MIT,https://opensource.org/licenses/MIT,,
postcss-normalize-timing-functions,5.1.0,MIT,https://opensource.org/licenses/MIT,,
postcss-normalize-unicode,5.1.1,MIT,https://opensource.org/licenses/MIT,,
postcss-normalize-url,5.1.0,MIT,https://opensource.org/licenses/MIT,,
postcss-normalize-whitespace,5.1.1,MIT,https://opensource.org/licenses/MIT,,
postcss-ordered-values,5.1.3,MIT,https://opensource.org/licenses/MIT,,
postcss-reduce-initial,5.1.2,MIT,https://opensource.org/licenses/MIT,,
postcss-reduce-transforms,5.1.0,MIT,https://opensource.org/licenses/MIT,,
postcss-selector-parser,6.0.13,MIT,https://opensource.org/licenses/MIT,,
postcss-svgo,5.1.0,MIT,https://opensource.org/licenses/MIT,,
postcss-unique-selectors,5.1.1,MIT,https://opensource.org/licenses/MIT,,
postcss-value-parser,4.2.0,MIT,https://opensource.org/licenses/MIT,,
prelude-ls,1.1.2,MIT,https://opensource.org/licenses/MIT,,
prelude-ls,1.2.1,MIT,https://opensource.org/licenses/MIT,,
prettier,2.8.8,MIT,https://opensource.org/licenses/MIT,,
prettier-linter-helpers,1.0.0,MIT,https://opensource.org/licenses/MIT,,
private,0.1.8,MIT,https://opensource.org/licenses/MIT,,
prop-types,15.8.1,MIT,https://opensource.org/licenses/MIT,,
proxy-from-env,1.1.0,MIT,https://opensource.org/licenses/MIT,,
punycode,2.3.0,MIT,https://opensource.org/licenses/MIT,,
qrcode,1.5.3,MIT,https://opensource.org/licenses/MIT,,
queue-microtask,1.2.3,MIT,https://opensource.org/licenses/MIT,,
randombytes,2.1.0,MIT,https://opensource.org/licenses/MIT,,
raw-loader,0.5.1,MIT,https://opensource.org/licenses/MIT,,
react-is,16.13.1,MIT,https://opensource.org/licenses/MIT,,
readdirp,3.6.0,MIT,https://opensource.org/licenses/MIT,,
rechoir,0.7.1,MIT,https://opensource.org/licenses/MIT,,
regenerate,1.4.2,MIT,https://opensource.org/licenses/MIT,,
regenerate-unicode-properties,10.1.0,MIT,https://opensource.org/licenses/MIT,,
regenerator-runtime,0.11.1,MIT,https://opensource.org/licenses/MIT,,
regenerator-runtime,0.14.0,MIT,https://opensource.org/licenses/MIT,,
regenerator-transform,0.10.1,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
regenerator-transform,0.15.2,MIT,https://opensource.org/licenses/MIT,,
regexpu-core,2.0.0,MIT,https://opensource.org/licenses/MIT,,
regexpu-core,5.3.2,MIT,https://opensource.org/licenses/MIT,,
regjsgen,0.2.0,MIT,https://opensource.org/licenses/MIT,,
regjsparser,0.1.5,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
regjsparser,0.9.1,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
repeating,2.0.1,MIT,https://opensource.org/licenses/MIT,,
require-directory,2.1.1,MIT,https://opensource.org/licenses/MIT,,
require-from-string,2.0.2,MIT,https://opensource.org/licenses/MIT,,
require-main-filename,2.0.0,ISC,https://opensource.org/licenses/ISC,,
requireindex,1.2.0,MIT,https://opensource.org/licenses/MIT,,
resolve,1.22.4,MIT,https://opensource.org/licenses/MIT,,
resolve-cwd,3.0.0,MIT,https://opensource.org/licenses/MIT,,
resolve-from,4.0.0,MIT,https://opensource.org/licenses/MIT,,
resolve-from,5.0.0,MIT,https://opensource.org/licenses/MIT,,
reusify,1.0.4,MIT,https://opensource.org/licenses/MIT,,
rimraf,3.0.2,ISC,https://opensource.org/licenses/ISC,,
robust-predicates,3.0.2,Unlicense,https://opensource.org/licenses/unlicense,,
run-parallel,1.2.0,MIT,https://opensource.org/licenses/MIT,,
rw,1.3.3,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
safe-buffer,5.2.1,MIT,https://opensource.org/licenses/MIT,,
safer-buffer,2.1.2,MIT,https://opensource.org/licenses/MIT,,
sass,1.66.1,MIT,https://opensource.org/licenses/MIT,,
sass-loader,12.6.0,MIT,https://opensource.org/licenses/MIT,,
schema-utils,2.7.1,MIT,https://opensource.org/licenses/MIT,,
schema-utils,3.3.0,MIT,https://opensource.org/licenses/MIT,,
schema-utils,4.2.0,MIT,https://opensource.org/licenses/MIT,,
script-loader,0.7.2,MIT,https://opensource.org/licenses/MIT,,
select2,4.0.13,MIT,https://opensource.org/licenses/MIT,,
semver,5.7.2,ISC,https://opensource.org/licenses/ISC,,
semver,6.3.1,ISC,https://opensource.org/licenses/ISC,,
semver,7.5.4,ISC,https://opensource.org/licenses/ISC,,
serialize-javascript,6.0.1,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
set-blocking,2.0.0,ISC,https://opensource.org/licenses/ISC,,
shallow-clone,3.0.1,MIT,https://opensource.org/licenses/MIT,,
shebang-command,2.0.0,MIT,https://opensource.org/licenses/MIT,,
shebang-regex,3.0.0,MIT,https://opensource.org/licenses/MIT,,
simplebar,5.3.9,MIT,https://opensource.org/licenses/MIT,,
slash,1.0.0,MIT,https://opensource.org/licenses/MIT,,
slash,3.0.0,MIT,https://opensource.org/licenses/MIT,,
source-map,0.5.7,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
source-map,0.6.1,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
source-map-js,1.0.2,BSD-3-Clause,https://opensource.org/licenses/BSD-3-Clause,,
source-map-support,0.4.18,MIT,https://opensource.org/licenses/MIT,,
source-map-support,0.5.21,MIT,https://opensource.org/licenses/MIT,,
stable,0.1.8,MIT,https://opensource.org/licenses/MIT,,
string-width,4.2.3,MIT,https://opensource.org/licenses/MIT,,
strip-ansi,3.0.1,MIT,https://opensource.org/licenses/MIT,,
strip-ansi,6.0.1,MIT,https://opensource.org/licenses/MIT,,
strip-json-comments,3.1.1,MIT,https://opensource.org/licenses/MIT,,
style-loader,3.3.3,MIT,https://opensource.org/licenses/MIT,,
stylehacks,5.1.1,MIT,https://opensource.org/licenses/MIT,,
supports-color,2.0.0,MIT,https://opensource.org/licenses/MIT,,
supports-color,5.5.0,MIT,https://opensource.org/licenses/MIT,,
supports-color,7.2.0,MIT,https://opensource.org/licenses/MIT,,
supports-color,8.1.1,MIT,https://opensource.org/licenses/MIT,,
supports-preserve-symlinks-flag,1.0.0,MIT,https://opensource.org/licenses/MIT,,
svgo,2.8.0,MIT,https://opensource.org/licenses/MIT,,
sweetalert2,11.7.27,MIT,https://opensource.org/licenses/MIT,,
tapable,2.2.1,MIT,https://opensource.org/licenses/MIT,,
tar,6.2.0,ISC,https://opensource.org/licenses/ISC,,
terser,5.19.4,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
terser-webpack-plugin,5.3.9,MIT,https://opensource.org/licenses/MIT,,
text-table,0.2.0,MIT,https://opensource.org/licenses/MIT,,
to-fast-properties,1.0.3,MIT,https://opensource.org/licenses/MIT,,
to-fast-properties,2.0.0,MIT,https://opensource.org/licenses/MIT,,
to-regex-range,5.0.1,MIT,https://opensource.org/licenses/MIT,,
tr46,0.0.3,MIT,https://opensource.org/licenses/MIT,,
trim-right,1.0.1,MIT,https://opensource.org/licenses/MIT,,
tslib,1.14.1,BSD-0-Clause,https://spdx.org/licenses/0BSD.html,,
tsutils,3.21.0,MIT,https://opensource.org/licenses/MIT,,
type-check,0.3.2,MIT,https://opensource.org/licenses/MIT,,
type-check,0.4.0,MIT,https://opensource.org/licenses/MIT,,
type-fest,0.20.2,MIT,https://opensource.org/licenses/MIT,,or CC0-1.0
typescript,4.9.5,Apache-2.0,https://opensource.org/licenses/Apache-2.0,,
unicode-canonical-property-names-ecmascript,2.0.0,MIT,https://opensource.org/licenses/MIT,,
unicode-match-property-ecmascript,2.0.0,MIT,https://opensource.org/licenses/MIT,,
unicode-match-property-value-ecmascript,2.1.0,MIT,https://opensource.org/licenses/MIT,,
unicode-property-aliases-ecmascript,2.1.0,MIT,https://opensource.org/licenses/MIT,,
universalify,0.1.2,MIT,https://opensource.org/licenses/MIT,,
universalify,2.0.1,MIT,https://opensource.org/licenses/MIT,,
update-browserslist-db,1.0.11,MIT,https://opensource.org/licenses/MIT,,
uri-js,4.4.1,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
util-deprecate,1.0.2,MIT,https://opensource.org/licenses/MIT,,
uuid,8.3.2,MIT,https://opensource.org/licenses/MIT,,
vnu-jar,23.4.11,MIT,https://opensource.org/licenses/MIT,,
vue,3.3.4,MIT,https://opensource.org/licenses/MIT,,
vue-loader,17.2.2,MIT,https://opensource.org/licenses/MIT,,
watchpack,2.4.0,MIT,https://opensource.org/licenses/MIT,,
webidl-conversions,3.0.1,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
webpack,5.88.2,MIT,https://opensource.org/licenses/MIT,,
webpack-cli,4.10.0,MIT,https://opensource.org/licenses/MIT,,
webpack-merge,5.9.0,MIT,https://opensource.org/licenses/MIT,,
webpack-remove-empty-scripts,0.7.3,ISC,https://opensource.org/licenses/ISC,,
webpack-sources,3.2.3,MIT,https://opensource.org/licenses/MIT,,
whatwg-url,5.0.0,MIT,https://opensource.org/licenses/MIT,,
which,1.0.9,ISC,https://opensource.org/licenses/ISC,,
which,2.0.2,ISC,https://opensource.org/licenses/ISC,,
which-module,2.0.1,ISC,https://opensource.org/licenses/ISC,,
wildcard,2.0.1,MIT,https://opensource.org/licenses/MIT,,
winreg,1.2.5,BSD-2-Clause,https://opensource.org/licenses/bsd-license.php,,
word-wrap,1.2.5,MIT,https://opensource.org/licenses/MIT,,
wrap-ansi,6.2.0,MIT,https://opensource.org/licenses/MIT,,
wrappy,1.0.2,ISC,https://opensource.org/licenses/ISC,,
